region,fiscal_year,value,agent,method,suburb
Western Metropolitan,2017,590000,S&L,S,Sunshine West
Western Metropolitan,2017,765000,Barry,S,Sunshine West
Southern Metropolitan,2017,695000,Harcourts,VB,Surrey Hills
Southern Metropolitan,2017,1280000,Fletchers,S,Surrey Hills
Southern Metropolitan,2017,1105000,Woodards,S,Surrey Hills
Southern Metropolitan,2017,824000,Fletchers,S,Surrey Hills
Western Metropolitan,2017,535000,Greg,SP,Tarneit
Western Metropolitan,2017,621000,Greg,SP,Tarneit
Western Metropolitan,2017,746000,Barry,S,Taylors Lakes
Western Metropolitan,2017,780000,Pagan,S,Taylors Lakes
Eastern Metropolitan,2017,1450000,Barry,VB,Templestowe
Eastern Metropolitan,2017,1350000,Jellis,SP,Templestowe
Eastern Metropolitan,2017,1100000,Purplebricks,VB,Templestowe Lower
Eastern Metropolitan,2017,1350000,Purplebricks,S,Templestowe Lower
Northern Metropolitan,2017,850000,Ray,SP,Thomastown
Northern Metropolitan,2017,720000,hockingstuart,S,Thomastown
Northern Metropolitan,2017,750000,Ray,S,Thomastown
Northern Metropolitan,2017,655000,HAR,S,Thomastown
Northern Metropolitan,2017,1370000,Jellis,PI,Thornbury
Northern Metropolitan,2017,377000,Harcourts,S,Thornbury
Northern Metropolitan,2017,669000,Harcourts,S,Thornbury
Northern Metropolitan,2017,885000,McGrath,S,Thornbury
Northern Metropolitan,2017,1105000,Woodards,S,Thornbury
Northern Metropolitan,2017,750000,McGrath,PI,Thornbury
Northern Metropolitan,2017,750000,McGrath,PI,Thornbury
Southern Metropolitan,2017,692000,Woodards,S,Toorak
Southern Metropolitan,2017,940000,RT,S,Toorak
Southern Metropolitan,2017,902000,Marshall,S,Toorak
Western Metropolitan,2017,735000,Jason,S,Tullamarine
Western Metropolitan,2017,650000,Stockdale,S,Tullamarine
Eastern Metropolitan,2017,905000,hockingstuart,S,Vermont
Eastern Metropolitan,2017,1020000,Barry,S,Vermont South
Eastern Metropolitan,2017,1080000,Miles,S,Viewbank
Eastern Metropolitan,2017,1240000,Miles,SP,Viewbank
Eastern Metropolitan,2017,930000,Miles,S,Viewbank
Eastern Metropolitan,2017,1430000,MJ,S,Wantirna
Eastern Metropolitan,2017,1003000,iTRAK,S,Wantirna
Eastern Metropolitan,2017,1490500,Harcourts,S,Wantirna
Eastern Metropolitan,2017,945000,iTRAK,S,Wantirna South
Northern Metropolitan,2017,545000,Barry,S,Watsonia
Northern Metropolitan,2017,800000,Darren,S,Watsonia
Northern Metropolitan,2017,855000,Darren,S,Watsonia
Western Metropolitan,2017,468000,Barry,S,Werribee
Western Metropolitan,2017,506000,Sweeney,S,Werribee
Western Metropolitan,2017,510000,hockingstuart,S,Werribee
Western Metropolitan,2017,383000,Trimson,SP,West Footscray
Western Metropolitan,2017,733000,Jas,S,West Footscray
Western Metropolitan,2017,942500,Sweeney,S,West Footscray
Northern Metropolitan,2017,2371000,Alexkarbon,S,West Melbourne
Northern Metropolitan,2017,892250,Stockdale,S,Westmeadows
Northern Metropolitan,2017,620000,YPA,S,Westmeadows
South-Eastern Metropolitan,2017,1160000,Harcourts,S,Wheelers Hill
South-Eastern Metropolitan,2017,1070000,Barry,S,Wheelers Hill
South-Eastern Metropolitan,2017,1170000,Barry,S,Wheelers Hill
South-Eastern Metropolitan,2017,1540000,Barry,S,Wheelers Hill
Western Metropolitan,2017,1030000,RE,S,Wildwood
Western Metropolitan,2017,1950000,Greg,SP,Williamstown
Western Metropolitan,2017,2350000,Greg,VB,Williamstown
Southern Metropolitan,2017,1201000,Biggin,S,Windsor
Northern Metropolitan,2017,335000,hockingstuart,PI,Wollert
Western Metropolitan,2017,680000,hockingstuart,SP,Wyndham Vale
Western Metropolitan,2017,417000,Barry,S,Wyndham Vale
Western Metropolitan,2017,505700,YPA,S,Wyndham Vale
Western Metropolitan,2017,1700000,Jas,S,Yarraville
Western Metropolitan,2017,960000,Jas,S,Yarraville
Western Metropolitan,2017,1460000,hockingstuart,S,Yarraville
Western Metropolitan,2017,752500,Sweeney,S,Yarraville
Western Metropolitan,2017,980000,hockingstuart,S,Yarraville
Western Metropolitan,2017,1200000,Sweeney,PI,Yarraville
Western Metropolitan,2017,790000,Sweeney,S,Yarraville
Northern Metropolitan,2017,650000,Collings,SP,Abbotsford
Western Metropolitan,2017,655000,Sweeney,S,Albanvale
Northern Metropolitan,2017,1110000,Jellis,PI,Alphington
Western Metropolitan,2017,890000,Barlow,S,Altona
Western Metropolitan,2017,935000,Barlow,SP,Altona
Western Metropolitan,2017,815000,hockingstuart,S,Altona
Western Metropolitan,2017,440500,Greg,S,Altona Meadows
Western Metropolitan,2017,750000,hockingstuart,VB,Altona North
Western Metropolitan,2017,685000,Purplebricks,S,Altona North
Western Metropolitan,2017,451500,Barlow,SP,Altona North
Western Metropolitan,2017,825000,McDonald,PI,Ascot Vale
Western Metropolitan,2017,425500,Brad,S,Ascot Vale
Western Metropolitan,2017,920000,Nelson,VB,Ascot Vale
Western Metropolitan,2017,762000,Nelson,S,Ascot Vale
Western Metropolitan,2017,1306000,Jellis,S,Ascot Vale
Western Metropolitan,2017,566000,Nelson,S,Ascot Vale
Southern Metropolitan,2017,1420000,Fletchers,S,Ashwood
Southern Metropolitan,2017,1008000,Buxton,S,Ashwood
South-Eastern Metropolitan,2017,805000,Buxton,S,Aspendale
Western Metropolitan,2017,934000,Moonee,S,Avondale Heights
Southern Metropolitan,2017,585000,Marshall,PI,Balaclava
Southern Metropolitan,2017,2330000,Jellis,S,Balwyn
Southern Metropolitan,2017,1721000,Fletchers,S,Balwyn North
Eastern Metropolitan,2017,650000,Stockdale,SA,Bayswater North
Eastern Metropolitan,2017,762000,Ray,S,Bayswater North
Southern Metropolitan,2017,672000,Ray,S,Beaumaris
Southern Metropolitan,2017,1340000,Ray,S,Bentleigh
Southern Metropolitan,2017,883000,Greg,S,Bentleigh East
Southern Metropolitan,2017,1384000,Gary,S,Bentleigh East
Eastern Metropolitan,2017,1350000,Noel,SP,Blackburn
Eastern Metropolitan,2017,1070000,Jellis,S,Blackburn
Eastern Metropolitan,2017,1500000,Noel,S,Blackburn
Eastern Metropolitan,2017,1200000,McGrath,PI,Blackburn
Eastern Metropolitan,2017,1200000,Noel,VB,Blackburn North
Eastern Metropolitan,2017,1100000,Noel,S,Blackburn North
Eastern Metropolitan,2017,706000,Hoskins,S,Blackburn North
Eastern Metropolitan,2017,785000,iTRAK,S,Boronia
Eastern Metropolitan,2017,950000,iTRAK,S,Boronia
Southern Metropolitan,2017,2800000,hockingstuart,VB,Brighton
Southern Metropolitan,2017,290000,Greg,PI,Brighton
Southern Metropolitan,2017,1625000,Hodges,PI,Brighton East
Northern Metropolitan,2017,570500,YPA,S,Broadmeadows
Northern Metropolitan,2017,631000,YPA,S,Broadmeadows
Western Metropolitan,2017,372100,hockingstuart,SP,Brooklyn
Northern Metropolitan,2017,1350000,Nelson,VB,Brunswick
Northern Metropolitan,2017,1300000,Jellis,S,Brunswick
Northern Metropolitan,2017,315000,Walshe,PI,Brunswick
Northern Metropolitan,2017,702500,Jellis,PI,Brunswick East
Northern Metropolitan,2017,275000,Jellis,VB,Brunswick West
Northern Metropolitan,2017,835000,Nelson,VB,Brunswick West
Northern Metropolitan,2017,900000,Ray,PI,Bundoora
Northern Metropolitan,2017,710000,Darren,S,Bundoora
Eastern Metropolitan,2017,1320000,McGrath,S,Burwood East
Southern Metropolitan,2017,480000,Better,VB,Carnegie
Southern Metropolitan,2017,1840000,Ray,S,Carnegie
Southern Metropolitan,2017,430000,Ray,VB,Carnegie
Western Metropolitan,2017,525000,YPA,S,Caroline Springs
South-Eastern Metropolitan,2017,495000,O'Brien,S,Carrum
South-Eastern Metropolitan,2017,403500,Harcourts,S,Carrum Downs
Southern Metropolitan,2017,1550000,Ray,S,Caulfield East
Southern Metropolitan,2017,361000,hockingstuart,S,Caulfield North
Southern Metropolitan,2017,960000,Jellis,S,Chadstone
South-Eastern Metropolitan,2017,1130000,Ray,S,Chelsea
South-Eastern Metropolitan,2017,696000,Harcourts,S,Clayton
South-Eastern Metropolitan,2017,1115000,Buxton,S,Clayton
South-Eastern Metropolitan,2017,1950000,Buxton,S,Clayton
South-Eastern Metropolitan,2017,962000,C21,S,Clayton South
Northern Metropolitan,2017,900000,Nelson,S,Coburg
Northern Metropolitan,2017,365000,Jellis,SP,Collingwood
Northern Metropolitan,2017,310000,Ray,PI,Craigieburn
Eastern Metropolitan,2017,662000,hockingstuart,S,Croydon
Eastern Metropolitan,2017,625500,C21,S,Croydon
Northern Metropolitan,2017,459000,YPA,S,Dallas
Northern Metropolitan,2017,420500,FN,S,Dallas
South-Eastern Metropolitan,2017,583000,O'Brien,SP,Dandenong
South-Eastern Metropolitan,2017,618500,iSell,S,Dandenong North
South-Eastern Metropolitan,2017,727000,C21,S,Dandenong North
Western Metropolitan,2017,535000,Stockdale,S,Deer Park
Western Metropolitan,2017,560000,YPA,S,Delahey
Western Metropolitan,2017,860000,Stockdale,S,Derrimut
South-Eastern Metropolitan,2017,802000,Buxton,S,Dingley Village
South-Eastern Metropolitan,2017,800000,Ray,S,Dingley Village
South-Eastern Metropolitan,2017,854000,Ray,S,Dingley Village
Eastern Metropolitan,2017,1220000,Barry,PI,Doncaster
Eastern Metropolitan,2017,1735000,Jellis,S,Doncaster East
Eastern Metropolitan,2017,920000,Barry,S,Donvale
Eastern Metropolitan,2017,904000,Fletchers,S,Donvale
South-Eastern Metropolitan,2017,500000,Hall,S,Doveton
Eastern Metropolitan,2017,1440000,Miles,S,Eaglemont
Southern Metropolitan,2017,900000,Buxton,VB,Elsternwick
Eastern Metropolitan,2017,540000,Buckingham,VB,Eltham
Eastern Metropolitan,2017,1054000,Barry,S,Eltham
South-Eastern Metropolitan,2017,625000,O'Brien,SP,Endeavour Hills
Northern Metropolitan,2017,600000,Love,S,Epping
Northern Metropolitan,2017,401500,Love,S,Epping
Northern Metropolitan,2017,630000,Ray,S,Epping
Northern Metropolitan,2017,1012000,Iconek,S,Epping
Northern Metropolitan,2017,565000,Ray,S,Epping
Western Metropolitan,2017,502500,McDonald,SP,Essendon
Western Metropolitan,2017,1550000,Nelson,S,Essendon
Western Metropolitan,2017,420000,Nelson,S,Essendon
Western Metropolitan,2017,785000,Nelson,S,Essendon North
Western Metropolitan,2017,1410000,Jellis,PI,Essendon West
Northern Metropolitan,2017,750000,YPA,S,Fawkner
Eastern Metropolitan,2017,748888,Ray,S,Ferntree Gully
Eastern Metropolitan,2017,850000,Noel,S,Ferntree Gully
Northern Metropolitan,2017,490000,hockingstuart,S,Fitzroy
Northern Metropolitan,2017,381000,Nelson,SP,Fitzroy North
Northern Metropolitan,2017,650000,Nelson,VB,Fitzroy North
Northern Metropolitan,2017,1502000,Nelson,S,Fitzroy North
Western Metropolitan,2017,878000,Jas,SP,Footscray
Western Metropolitan,2017,440000,Jas,S,Footscray
Western Metropolitan,2017,395000,Sweeney,S,Footscray
Western Metropolitan,2017,991000,Village,S,Footscray
Eastern Metropolitan,2017,945000,Ray,S,Forest Hill
Eastern Metropolitan,2017,1020000,Ray,S,Forest Hill
Eastern Metropolitan,2017,1234000,Ray,S,Forest Hill
South-Eastern Metropolitan,2017,300000,Aquire,S,Frankston
South-Eastern Metropolitan,2017,506000,Aquire,S,Frankston
South-Eastern Metropolitan,2017,755000,Ray,S,Frankston
Northern Victoria,2017,807000,Raine,S,Gisborne
Northern Victoria,2017,426000,Raine,S,Gisborne
Southern Metropolitan,2017,540000,Woodards,S,Glen Iris
Eastern Metropolitan,2017,960000,Ray,S,Glen Waverley
Eastern Metropolitan,2017,1116500,Harcourts,S,Glen Waverley
Northern Metropolitan,2017,700000,Brad,S,Glenroy
Northern Metropolitan,2017,610000,Darren,S,Greensborough
Northern Metropolitan,2017,690000,Darren,S,Greensborough
Northern Metropolitan,2017,585000,Darren,S,Greensborough
Northern Metropolitan,2017,800000,Buckingham,S,Greensborough
Northern Metropolitan,2017,800000,Darren,S,Greensborough
Northern Metropolitan,2017,896000,Fletchers,S,Greensborough
Northern Metropolitan,2017,1010000,Buckingham,S,Greensborough
Southern Metropolitan,2017,1660000,Buxton,S,Hampton
Southern Metropolitan,2017,1960000,Charlton,S,Hampton
Southern Metropolitan,2017,1250000,Buxton,VB,Hampton East
Southern Metropolitan,2017,1200000,Noel,VB,Hawthorn
Southern Metropolitan,2017,670000,Woodards,S,Hawthorn
Southern Metropolitan,2017,600000,Fletchers,SP,Hawthorn
Southern Metropolitan,2017,415000,Nelson,S,Hawthorn
Southern Metropolitan,2017,1150000,Marshall,S,Hawthorn
Southern Metropolitan,2017,1100000,Marshall,S,Hawthorn
Southern Metropolitan,2017,740000,Noel,PI,Hawthorn East
Eastern Metropolitan,2017,525000,Fletchers,S,Heathmont
Eastern Metropolitan,2017,650000,Barry,S,Heidelberg Heights
Eastern Metropolitan,2017,580000,Harcourts,S,Heidelberg West
Eastern Metropolitan,2017,820000,Barry,VB,Heidelberg West
Western Metropolitan,2017,600000,Barry,PI,Hillside
Western Metropolitan,2017,536500,Reliance,S,Hoppers Crossing
Western Metropolitan,2017,541000,Ray,S,Hoppers Crossing
Western Metropolitan,2017,557000,Greg,SP,Hoppers Crossing
Eastern Metropolitan,2017,1601000,Haughton,S,Ivanhoe East
Northern Metropolitan,2017,559000,YPA,S,Jacana
Western Metropolitan,2017,930000,Nelson,S,Keilor
Western Metropolitan,2017,705000,Brad,PI,Keilor Downs
Western Metropolitan,2017,590000,Brad,VB,Keilor Downs
Western Metropolitan,2017,920000,Nelson,SP,Keilor East
Western Metropolitan,2017,1100000,Nelson,VB,Keilor East
Western Metropolitan,2017,840000,Whiting,VB,Keilor East
Western Metropolitan,2017,860000,Nelson,S,Keilor East
Northern Metropolitan,2017,840000,Bullen,S,Kensington
Northern Metropolitan,2017,535000,Edward,PI,Kensington
Southern Metropolitan,2017,1080000,Marshall,S,Kew
South-Eastern Metropolitan,2017,575000,hockingstuart,S,Keysborough
Northern Metropolitan,2017,740000,Ray,S,Kingsbury
Eastern Metropolitan,2017,1040000,Ray,S,Knoxfield
Northern Metropolitan,2017,795000,Harcourts,S,Lalor
Northern Metropolitan,2017,660000,Harcourts,S,Lalor
Northern Metropolitan,2017,825000,Purplebricks,PI,MacLeod
Northern Metropolitan,2017,770000,Nelson,S,MacLeod
Western Metropolitan,2017,1170000,Biggin,S,Maidstone
Western Metropolitan,2017,930000,Jas,S,Maidstone
Western Metropolitan,2017,650000,Jas,S,Maidstone
Western Metropolitan,2017,702000,Jas,S,Maidstone
Southern Metropolitan,2017,575000,Purplebricks,PI,Malvern
Western Metropolitan,2017,675000,Biggin,S,Maribyrnong
Western Metropolitan,2017,440000,Woodards,VB,Maribyrnong
Northern Metropolitan,2017,520000,RW,S,Meadow Heights
Northern Metropolitan,2017,430000,Barry,S,Meadow Heights
Northern Metropolitan,2017,570000,Raine,S,Meadow Heights
Northern Metropolitan,2017,520000,Stockdale,S,Meadow Heights
Northern Metropolitan,2017,515000,RW,PI,Meadow Heights
Northern Metropolitan,2017,415000,Dingle,S,Melbourne
Northern Metropolitan,2017,387000,Galldon,S,Melbourne
Western Victoria,2017,341000,YPA,S,Melton South
Western Victoria,2017,336000,hockingstuart,S,Melton South
Western Victoria,2017,426000,Raine,S,Melton South
Northern Metropolitan,2017,780000,hockingstuart,SP,Mernda
Northern Metropolitan,2017,610000,Ray,S,Mickleham
Northern Metropolitan,2017,775500,Harcourts,S,Mill Park
Northern Metropolitan,2017,726000,Love,S,Mill Park
Northern Metropolitan,2017,710000,Ray,S,Mill Park
Eastern Metropolitan,2017,1045000,Noel,S,Mitcham
Eastern Metropolitan,2017,820000,Buckingham,S,Montmorency
Eastern Metropolitan,2017,1301000,Buckingham,SP,Montmorency
Western Metropolitan,2017,951000,Nelson,S,Moonee Ponds
Western Metropolitan,2017,1425000,Jellis,S,Moonee Ponds
Southern Metropolitan,2017,935000,Buxton,SP,Moorabbin
Eastern Victoria,2017,637500,hockingstuart,SP,Mooroolbark
Eastern Victoria,2017,780000,Harcourts,PI,Mooroolbark
Eastern Metropolitan,2017,1800000,Ray,S,Mount Waverley
Eastern Metropolitan,2017,1700000,McGrath,VB,Mount Waverley
Eastern Metropolitan,2017,1930000,McGrath,S,Mount Waverley
Eastern Metropolitan,2017,730000,Ray,S,Mount Waverley
Eastern Metropolitan,2017,2248000,Jellis,S,Mount Waverley
Eastern Metropolitan,2017,1260000,Buxton,PI,Mount Waverley
South-Eastern Metropolitan,2017,760000,Ray,S,Mulgrave
South-Eastern Metropolitan,2017,960000,Ray,S,Mulgrave
Southern Metropolitan,2017,550000,Fletchers,PI,Murrumbeena
Southern Metropolitan,2017,956000,Woodards,S,Murrumbeena
South-Eastern Metropolitan,2017,620000,O'Brien,S,Narre Warren
South-Eastern Metropolitan,2017,605000,Only,SP,Narre Warren
Western Metropolitan,2017,740000,Greg,S,Newport
Western Metropolitan,2017,990000,Jas,S,Newport
Western Metropolitan,2017,950000,Nelson,SP,Niddrie
Western Metropolitan,2017,830000,Brad,S,Niddrie
South-Eastern Metropolitan,2017,650000,C21,S,Noble Park
South-Eastern Metropolitan,2017,752000,HAR,S,Noble Park
Northern Metropolitan,2017,541000,Nelson,S,North Melbourne
Northern Metropolitan,2017,1307500,Ray,S,Northcote
Northern Metropolitan,2017,1100000,Collins,PI,Northcote
Northern Metropolitan,2017,1050000,Nelson,VB,Northcote
Northern Metropolitan,2017,1800000,McGrath,VB,Northcote
Northern Metropolitan,2017,1550000,Nelson,VB,Northcote
Southern Metropolitan,2017,1211000,One,S,Notting Hill
Northern Metropolitan,2017,970000,Nelson,S,Oak Park
Northern Metropolitan,2017,1453000,Eview,S,Oak Park
Northern Metropolitan,2017,650000,Brad,VB,Oak Park
Southern Metropolitan,2017,1610000,Buxton,S,Oakleigh
Southern Metropolitan,2017,1150000,Ray,S,Oakleigh East
Eastern Victoria,2017,559000,Ray,SP,Officer
Eastern Victoria,2017,470000,Ray,S,Pakenham
Eastern Victoria,2017,435000,C21,S,Pakenham
South-Eastern Metropolitan,2017,1190000,Hodges,PI,Parkdale
South-Eastern Metropolitan,2017,935000,Greg,SP,Parkdale
South-Eastern Metropolitan,2017,503750,Barry,SP,Parkdale
Northern Metropolitan,2017,962000,D'Aprano,S,Pascoe Vale
Northern Metropolitan,2017,777000,Raine,S,Pascoe Vale
Northern Metropolitan,2017,629000,Ray,S,Pascoe Vale
Northern Metropolitan,2017,881000,Brad,S,Pascoe Vale
Western Metropolitan,2017,690000,hockingstuart,VB,Point Cook
Western Metropolitan,2017,596000,hockingstuart,S,Point Cook
Western Metropolitan,2017,698000,hockingstuart,S,Point Cook
Southern Metropolitan,2017,500000,hockingstuart,SP,Prahran
Northern Metropolitan,2017,600000,Barry,S,Preston
Northern Metropolitan,2017,1060500,RW,S,Preston
Northern Metropolitan,2017,760000,McGrath,SP,Preston
Northern Metropolitan,2017,940000,Nelson,VB,Preston
Northern Metropolitan,2017,650000,RW,SP,Preston
Northern Metropolitan,2017,990000,Nelson,VB,Preston
Northern Metropolitan,2017,652000,Love,S,Reservoir
Northern Metropolitan,2017,953000,Ray,S,Reservoir
Northern Metropolitan,2017,468000,Nelson,S,Reservoir
Northern Metropolitan,2017,710000,Raine,S,Reservoir
Northern Metropolitan,2017,550000,Ray,VB,Reservoir
Northern Metropolitan,2017,725000,Nelson,S,Reservoir
Northern Metropolitan,2017,880000,Harrington,S,Reservoir
Northern Metropolitan,2017,502000,Barry,SP,Reservoir
Northern Metropolitan,2017,1175000,Barry,S,Reservoir
Northern Metropolitan,2017,432000,Biggin,SP,Richmond
Northern Metropolitan,2017,800000,hockingstuart,VB,Richmond
Eastern Metropolitan,2017,710000,Noel,S,Ringwood East
Eastern Metropolitan,2017,1310000,Fletchers,S,Rosanna
Eastern Metropolitan,2017,855000,Miles,S,Rosanna
South-Eastern Metropolitan,2017,735000,Barry,S,Rowville
South-Eastern Metropolitan,2017,755000,Harcourts,S,Rowville
Northern Metropolitan,2017,537000,Raine,S,Roxburgh Park
South-Eastern Metropolitan,2017,386000,hockingstuart,S,Seaford
South-Eastern Metropolitan,2017,763000,U,S,Seaford
South-Eastern Metropolitan,2017,725000,Ray,S,Seaford
South-Eastern Metropolitan,2017,768000,Buxton,S,Seaford
Southern Metropolitan,2017,2800000,Greg,VB,South Melbourne
Northern Metropolitan,2017,345000,Harcourts,SP,South Morang
Southern Metropolitan,2017,666000,hockingstuart,S,South Yarra
Southern Metropolitan,2017,910000,Marshall,S,South Yarra
Southern Metropolitan,2017,401500,hockingstuart,S,South Yarra
South-Eastern Metropolitan,2017,760000,Win,S,Springvale
Western Metropolitan,2017,610000,RW,PI,St Albans
Western Metropolitan,2017,550000,Raine,S,St Albans
Western Metropolitan,2017,520000,Westside,PI,St Albans
Eastern Metropolitan,2017,805000,Darren,S,St Helena
Southern Metropolitan,2017,470000,McGrath,VB,St Kilda
Southern Metropolitan,2017,1000000,Langwell,S,St Kilda
Southern Metropolitan,2017,630000,hockingstuart,S,St Kilda
Southern Metropolitan,2017,580000,Woodards,S,St Kilda
Western Metropolitan,2017,860000,Jas,PI,Sunshine
Western Metropolitan,2017,532000,Douglas,S,Sunshine
Western Metropolitan,2017,960000,RW,S,Sunshine
Western Metropolitan,2017,745500,Sweeney,S,Sunshine
